cng_(Feet),DISTANCE_FROM_MOUTH,ELEVATION,ADJUSTED_ELEVATION,LONGITUDE,LATITUDE
1972,54822.14340,396.29,395.53,-82.120028,33.473496
1976,54818.14340,396.31,395.48,-82.120018,33.473501
1980,54814.14340,395.42,395.42,-82.120006,33.473503
1984,54810.14340,396.62,395.42,-82.119997,33.473511
1988,54806.14340,396.62,395.40,-82.119984,33.473512
1992,54802.14340,395.37,395.37,-82.119971,33.473512
1996,54798.14340,395.88,395.37,-82.119961,33.473519
2000,54794.14340,395.88,395.34,-82.11995,33.473523
2004,54790.14340,395.31,395.31,-82.119939,33.473527
2008,54786.14340,395.17,395.17,-82.119929,33.473534
2012,54782.14340,395.82,395.17,-82.119916,33.473535
2016,54778.14340,395.23,395.10,-82.119907,33.473542
2020,54774.14340,395.42,395.03,-82.119895,33.473545
2024,54770.14340,395.77,394.97,-82.119882,33.473545
2028,54766.14340,395.77,394.90,-82.119869,33.473545
2032,54762.14340,395.77,394.83,-82.119858,33.47355
2036,54758.14340,394.76,394.76,-82.119848,33.473556
2040,54754.14340,394.67,394.67,-82.119835,33.473556
2044,54750.14340,395.04,394.67,-82.119823,33.473558
2048,54746.14340,394.64,394.64,-82.119814,33.473566
2052,54742.14340,394.03,394.03,-82.119801,33.473567
2056,54738.14340,395.01,394.03,-82.119791,33.473573
2060,54734.14340,395.01,393.97,-82.119782,33.473581
2064,54730.14340,394.77,393.91,-82.119773,33.473589
2068,54726.14340,394.39,393.85,-82.11976,33.473589
2072,54722.14340,394.39,393.79,-82.119747,33.473589
2076,54718.14340,394.40,393.74,-82.119733,33.473589
2080,54714.14340,394.48,393.68,-82.119724,33.473597
2084,54710.14340,394.48,393.62,-82.119715,33.473604
2088,54706.14340,394.22,393.56,-82.119705,33.473611
2092,54702.14340,393.50,393.50,-82.119692,33.473611
2096,54698.14340,393.52,393.50,-82.119679,33.473611
2100,54694.14340,394.01,393.42,-82.119666,33.473612
2104,54690.14340,394.42,393.35,-82.119657,33.47362
2108,54686.14340,394.42,393.27,-82.119645,33.473622
2112,54682.14340,394.50,393.20,-82.119632,33.473622
2116,54678.14340,394.50,393.12,-82.119621,33.473628
2120,54674.14340,394.10,393.04,-82.119615,33.473636
2124,54670.14340,393.58,392.97,-82.119611,33.473644
2128,54666.14340,392.89,392.89,-82.119598,33.473644
2132,54662.14340,393.30,392.89,-82.119585,33.473644
2136,54658.14340,393.18,392.81,-82.119572,33.473644
2140,54654.14340,393.58,392.74,-82.11956,33.473646
2144,54650.14340,392.66,392.66,-82.11955,33.473654
2148,54646.14340,393.69,392.66,-82.119538,33.473655
2152,54642.14340,393.69,392.55,-82.119528,33.473662
2156,54638.14340,393.69,392.44,-82.119519,33.47367
2160,54634.14340,392.33,392.33,-82.119509,33.473677
2164,54630.14340,392.63,392.33,-82.119496,33.473677
2168,54626.14340,392.45,392.06,-82.119483,33.473678
2172,54622.14340,391.79,391.79,-82.119474,33.473685
2176,54618.14340,391.73,391.73,-82.119462,33.473688
2180,54614.14340,391.37,391.37,-82.119449,33.473688
2184,54610.14340,391.68,391.37,-82.119436,33.473688
2188,54606.14340,392.14,391.33,-82.119423,33.473688
2192,54602.14340,392.14,391.29,-82.119412,33.473693
2196,54598.14340,391.72,391.24,-82.119403,33.473701
2200,54594.14340,391.44,391.20,-82.119393,33.473709
2204,54590.14340,392.06,391.16,-82.119381,33.47371
2208,54586.14340,392.43,391.12,-82.119371,33.473716
2212,54582.14340,392.43,391.08,-82.11936,33.473721
2216,54578.14340,392.58,391.04,-82.119349,33.473724
2220,54574.14340,392.26,390.99,-82.119339,33.473732
2224,54570.14340,391.43,390.95,-82.119326,33.473732
2228,54566.14340,391.97,390.91,-82.119313,33.473732
2232,54562.14340,390.87,390.87,-82.119304,33.47374
2236,54558.14340,390.87,390.87,-82.119292,33.473743
2240,54554.14340,391.90,390.87,-82.119279,33.473743
2244,54550.14340,391.90,390.85,-82.119268,33.473747
2248,54546.14340,391.13,390.82,-82.119258,33.473754
2252,54542.14340,391.36,390.80,-82.119245,33.473754
2256,54538.14340,390.78,390.78,-82.119232,33.473754
2260,54534.14340,390.51,390.51,-82.119219,33.473754
2264,54530.14340,390.51,390.51,-82.119207,33.473755
2268,54526.14340,391.44,390.51,-82.119197,33.473763
2272,54522.14340,391.10,390.48,-82.119188,33.473771
2276,54518.14340,391.10,390.46,-82.119179,33.473778
2280,54514.14340,391.84,390.43,-82.119169,33.473786
2284,54510.14340,392.04,390.40,-82.11916,33.473794
2288,54506.14340,392.04,390.38,-82.119149,33.473798
2292,54502.14340,391.98,390.35,-82.119138,33.473802
2296,54498.14340,390.88,390.32,-82.119128,33.473809
2300,54494.14340,390.85,390.29,-82.119115,33.47381
2304,54490.14340,390.90,390.27,-82.119106,33.473817
2308,54486.14340,391.10,390.24,-82.119094,33.47382
2312,54482.14340,391.39,390.21,-82.119081,33.47382
2316,54478.14340,391.39,390.19,-82.119068,33.47382
2320,54474.14340,391.34,390.16,-82.119055,33.47382
2324,54470.14340,391.32,390.13,-82.119051,33.473827
2328,54466.14340,391.30,390.11,-82.119051,33.473838
2332,54462.14340,391.30,390.08,-82.119044,33.473847
2336,54458.14340,391.13,390.05,-82.119034,33.473853
2340,54454.14340,391.17,390.03,-82.119021,33.473853
2344,54450.14340,391.21,390.00,-82.119008,33.473853
2348,54446.14340,391.20,389.97,-82.118995,33.473853
2352,54442.14340,391.19,389.94,-82.118982,33.473853
2356,54438.14340,391.05,389.92,-82.118969,33.473853
2360,54434.14340,390.66,389.89,-82.118959,33.47385
2364,54430.14340,390.62,389.86,-82.118955,33.473842
2368,54426.14340,390.62,389.84,-82.118942,33.473842
2372,54422.14340,389.81,389.81,-82.118929,33.473842
2376,54418.14340,389.56,389.56,-82.118916,33.473842
2380,54414.14340,389.35,389.35,-82.118903,33.473842
2384,54410.14340,389.39,389.35,-82.11889,33.473842
2388,54406.14340,389.43,389.27,-82.118877,33.473842
2392,54402.14340,389.44,389.20,-82.118865,33.47384
2396,54398.14340,389.12,389.12,-82.118855,33.473832
2400,54394.14340,388.86,388.86,-82.118843,33.473831
2404,54390.14340,388.86,388.86,-82.11883,33.473831
2408,54386.14340,388.94,388.86,-82.118817,33.473831
2412,54382.14340,388.53,388.53,-82.118803,33.473831
2416,54378.14340,388.12,388.12,-82.11879,33.473831
2420,54374.14340,387.90,387.90,-82.118777,33.473831
2424,54370.14340,387.90,387.90,-82.118764,33.473831
2428,54366.14340,387.82,387.82,-82.118754,33.473824
2432,54362.14340,387.82,387.82,-82.118745,33.473816
2436,54358.14340,387.90,387.82,-82.118736,33.473809
2440,54354.14340,387.82,387.82,-82.118726,33.473801
2444,54350.14340,387.81,387.81,-82.118723,33.473791
2448,54346.14340,387.81,387.81,-82.118715,33.473787
2452,54342.14340,387.81,387.81,-82.118704,33.473791
2456,54338.14340,387.81,387.81,-82.118694,33.473798
2460,54334.14340,387.44,387.44,-82.118681,33.473798
2464,54330.14340,386.98,386.98,-82.118668,33.473796
2468,54326.14340,386.70,386.70,-82.118659,33.473789
2472,54322.14340,386.50,386.50,-82.118647,33.473787
2476,54318.14340,386.20,386.20,-82.118634,33.473787
2480,54314.14340,385.87,385.87,-82.118621,33.473787
2484,54310.14340,385.84,385.84,-82.118611,33.473793
2488,54306.14340,385.84,385.84,-82.118601,33.4738
2492,54302.14340,385.95,385.84,-82.118592,33.473808
2496,54298.14340,385.52,385.52,-82.118583,33.473816
2500,54294.14340,384.74,384.74,-82.118578,33.473825
2504,54290.14340,383.54,383.54,-82.118578,33.473836
2508,54286.14340,383.18,383.18,-82.118578,33.473847
2512,54282.14340,383.11,383.11,-82.118571,33.473853
2516,54278.14340,382.87,382.87,-82.118558,33.473853
2520,54274.14340,382.82,382.82,-82.118545,33.473853
2524,54270.14340,383.13,382.82,-82.118532,33.473853
2528,54266.14340,382.99,382.81,-82.118519,33.473853
2532,54262.14340,382.80,382.80,-82.118506,33.473853
2536,54258.14340,382.80,382.80,-82.118493,33.473853
2540,54254.14340,383.21,382.80,-82.11848,33.473853
2544,54250.14340,383.36,382.50,-82.118466,33.473853
2548,54246.14340,382.21,382.21,-82.118453,33.473853
2552,54242.14340,382.21,382.21,-82.118442,33.473857
2556,54238.14340,382.44,382.21,-82.118433,33.473864
2560,54234.14340,381.91,381.91,-82.118424,33.473872
2564,54230.14340,381.91,381.91,-82.118414,33.47388
2568,54226.14340,382.25,381.91,-82.118404,33.473886
2572,54222.14340,381.94,381.83,-82.118391,33.473886
2576,54218.14340,381.75,381.75,-82.118378,33.473886
2580,54214.14340,381.75,381.75,-82.118366,33.473888
2584,54210.14340,382.17,381.75,-82.118356,33.473896
2588,54206.14340,381.27,381.27,-82.118344,33.473897
2592,54202.14340,381.57,381.27,-82.118331,33.473897
2596,54198.14340,382.09,381.12,-82.118321,33.473903
2600,54194.14340,382.09,380.97,-82.118312,33.473904
2604,54190.14340,381.99,380.83,-82.118302,33.473897
2608,54186.14340,380.68,380.68,-82.118289,33.473896
2612,54182.14340,381.63,380.68,-82.11828,33.473888
2616,54178.14340,381.21,380.64,-82.118268,33.473886
2620,54174.14340,381.21,380.61,-82.118255,33.473886
2624,54170.14340,380.70,380.57,-82.118242,33.473886
2628,54166.14340,380.88,380.54,-82.118229,33.473886
2632,54162.14340,380.88,380.50,-82.118218,33.473881
2636,54158.14340,380.47,380.47,-82.118209,33.473873
2640,54154.14340,381.01,380.47,-82.1182,33.473865
2644,54150.14340,380.86,380.40,-82.11819,33.473857
2648,54146.14340,380.86,380.34,-82.118181,33.47385
2652,54142.14340,380.90,380.27,-82.118172,33.473842
2656,54138.14340,380.20,380.20,-82.118159,33.473842
2660,54134.14340,380.50,380.20,-82.118146,33.473842
2664,54130.14340,380.50,380.20,-82.118133,33.473842
2668,54126.14340,380.20,380.20,-82.118123,33.473834
2672,54122.14340,381.00,380.20,-82.118112,33.473831
2676,54118.14340,381.00,380.13,-82.118101,33.473826
2680,54114.14340,381.04,380.05,-82.118091,33.47382
2684,54110.14340,381.25,379.98,-82.118079,33.473818
2688,54106.14340,380.84,379.91,-82.118069,33.473811
2692,54102.14340,380.81,379.84,-82.118057,33.473808
2696,54098.14340,381.06,379.76,-82.118047,33.473803
2700,54094.14340,381.06,379.69,-82.118038,33.473795
2704,54090.14340,380.70,379.62,-82.118028,33.473787
2708,54086.14340,380.73,379.54,-82.118016,33.473786
2712,54082.14340,379.47,379.47,-82.118006,33.47378
2716,54078.14340,379.47,379.47,-82.117995,33.473775
2720,54074.14340,380.64,379.47,-82.117984,33.473772
2724,54070.14340,380.09,379.38,-82.117974,33.473764
2728,54066.14340,379.69,379.28,-82.117961,33.473764
2732,54062.14340,379.19,379.19,-82.117948,33.473764
2736,54058.14340,379.82,379.19,-82.117935,33.473764
2740,54054.14340,379.82,379.19,-82.117922,33.473764
2744,54050.14340,379.94,379.19,-82.117908,33.473764
2748,54046.14340,379.96,379.19,-82.117896,33.473765
2752,54042.14340,380.65,379.19,-82.117886,33.473773
2756,54038.14340,380.65,379.19,-82.117877,33.473781
2760,54034.14340,380.72,379.19,-82.117867,33.473786
2764,54030.14340,380.66,379.19,-82.117854,33.473786
2768,54026.14340,380.77,379.19,-82.117841,33.473786
2772,54022.14340,380.41,379.19,-82.117831,33.473784
2776,54018.14340,380.21,379.19,-82.117831,33.473773
2780,54014.14340,380.12,379.19,-82.117831,33.473762
2784,54010.14340,380.12,379.19,-82.117828,33.473752
2788,54006.14340,380.28,379.19,-82.117819,33.473744
2792,54002.14340,380.45,379.19,-82.117817,33.473733
2796,53998.14340,380.69,379.19,-82.11781,33.473725
2800,53994.14340,380.69,379.19,-82.117801,33.473717
2804,53990.14340,380.69,379.19,-82.117791,33.473709
2808,53986.14340,380.38,379.19,-82.117782,33.473717
2812,53982.14340,380.19,379.19,-82.117771,33.47372
2816,53978.14340,379.94,379.19,-82.117757,33.47372
2820,53974.14340,379.60,379.19,-82.117744,33.47372
2824,53970.14340,379.60,379.19,-82.117733,33.473716
2828,53966.14340,379.31,379.19,-82.117724,33.473708
2832,53962.14340,379.35,379.19,-82.117715,33.4737
2836,53958.14340,379.21,379.19,-82.117706,33.473693
2840,53954.14340,379.21,379.19,-82.117695,33.473687
2844,53950.14340,379.21,379.19,-82.117683,33.473685
2848,53946.14340,379.21,379.19,-82.117674,33.473677
2852,53942.14340,379.34,379.19,-82.117665,33.473669
2856,53938.14340,379.34,379.19,-82.11766,33.47366
2860,53934.14340,379.34,379.19,-82.117665,33.47365
2864,53930.14340,379.48,379.19,-82.117674,33.473643
2868,53926.14340,379.19,379.19,-82.117683,33.473635
2872,53922.14340,378.83,378.83,-82.117686,33.473625
2876,53918.14340,378.45,378.45,-82.117686,33.473614
2880,53914.14340,378.46,378.45,-82.117677,33.47361
2884,53910.14340,378.46,378.42,-82.117667,33.473605
2888,53906.14340,378.50,378.38,-82.117658,33.473597
2892,53902.14340,378.35,378.35,-82.117648,33.47359
2896,53898.14340,378.16,378.16,-82.117636,33.473588
2900,53894.14340,378.00,378.00,-82.117626,33.473582
2904,53890.14340,378.00,378.00,-82.117617,33.473574
2908,53886.14340,377.75,377.75,-82.117607,33.473566
2912,53882.14340,378.27,377.75,-82.117598,33.473558
2916,53878.14340,377.71,377.71,-82.117587,33.473555
2920,53874.14340,377.71,377.71,-82.117573,33.473555
2924,53870.14340,377.43,377.43,-82.11756,33.473555
2928,53866.14340,377.30,377.30,-82.117547,33.473555
2932,53862.14340,377.30,377.30,-82.117536,33.473551
2936,53858.14340,378.02,377.30,-82.117527,33.473543
2940,53854.14340,378.05,377.29,-82.117518,33.473535
2944,53850.14340,377.94,377.27,-82.117509,33.473527
2948,53846.14340,377.94,377.26,-82.117499,33.47352
2952,53842.14340,378.12,377.25,-82.11749,33.473512
2956,53838.14340,378.13,377.23,-82.117481,33.473504
2960,53834.14340,377.94,377.22,-82.117477,33.473495
2964,53830.14340,377.94,377.21,-82.117469,33.473489
2968,53826.14340,377.86,377.19,-82.117456,33.473489
2972,53822.14340,377.86,377.18,-82.117445,33.473485
2976,53818.14340,377.73,377.17,-82.117436,33.473478
2980,53814.14340,377.69,377.15,-82.117422,33.473478
2984,53810.14340,377.65,377.14,-82.117409,33.473478
2988,53806.14340,377.63,377.13,-82.117396,33.473478
2992,53802.14340,377.61,377.11,-82.117384,33.473479
2996,53798.14340,377.57,377.10,-82.117374,33.473487
3000,53794.14340,377.52,377.09,-82.117362,33.473489
3004,53790.14340,377.52,377.07,-82.117349,33.473489
3008,53786.14340,377.06,377.06,-82.117336,33.473489
3012,53782.14340,377.20,377.06,-82.117326,33.473484
3016,53778.14340,377.20,377.05,-82.117315,33.473478
3020,53774.14340,377.21,377.03,-82.117302,33.473478
3024,53770.14340,377.28,377.02,-82.117289,33.473478
3028,53766.14340,377.16,377.00,-82.117276,33.473478
3032,53762.14340,376.99,376.99,-82.117263,33.473478
3036,53758.14340,376.70,376.70,-82.11725,33.473478
3040,53754.14340,376.95,376.70,-82.117237,33.473478
3044,53750.14340,376.95,376.65,-82.117223,33.473478
3048,53746.14340,376.73,376.60,-82.11721,33.473478
3052,53742.14340,376.55,376.55,-82.117197,33.473478
3056,53738.14340,376.41,376.41,-82.117184,33.473478
3060,53734.14340,376.45,376.41,-82.117171,33.473478
3064,53730.14340,376.52,376.41,-82.117158,33.473478
3068,53726.14340,376.59,376.40,-82.117146,33.473481
3072,53722.14340,376.66,376.40,-82.117137,33.473488
3076,53718.14340,376.91,376.40,-82.117127,33.473496
3080,53714.14340,376.91,376.40,-82.117118,33.473504
3084,53710.14340,376.75,376.39,-82.117109,33.473512
3088,53706.14340,376.79,376.39,-82.117099,33.473519
3092,53702.14340,376.79,376.39,-82.11709,33.473527
3096,53698.14340,376.83,376.38,-82.11708,33.473533
3100,53694.14340,376.82,376.38,-82.117067,33.473533
3104,53690.14340,376.85,376.38,-82.117054,33.473533
3108,53686.14340,376.62,376.38,-82.117041,33.473533
3112,53682.14340,376.74,376.37,-82.117028,33.473535
3116,53678.14340,376.96,376.37,-82.117019,33.473543
3120,53674.14340,376.96,376.37,-82.117007,33.473544
3124,53670.14340,376.75,376.36,-82.116994,33.473544
3128,53666.14340,376.67,376.36,-82.116991,33.473553
3132,53662.14340,376.60,376.36,-82.116991,33.473564
3136,53658.14340,376.43,376.35,-82.11698,33.473566
3140,53654.14340,376.53,376.35,-82.116967,33.473566
3144,53650.14340,376.59,376.35,-82.116957,33.473573
3148,53646.14340,376.59,376.35,-82.116948,33.47358
3152,53642.14340,376.56,376.34,-82.116939,33.473588
3156,53638.14340,376.34,376.34,-82.116926,33.473588
3160,53634.14340,376.26,376.26,-82.116916,33.473596
3164,53630.14340,376.33,376.26,-82.116905,33.473599
3168,53626.14340,376.33,376.25,-82.116892,33.473599
3172,53622.14340,376.33,376.24,-82.116881,33.473604
3176,53618.14340,376.31,376.22,-82.116872,33.473611
3180,53614.14340,376.21,376.21,-82.116862,33.473619
3184,53610.14340,376.19,376.19,-82.116853,33.473627
3188,53606.14340,376.19,376.19,-82.116847,33.473636
3192,53602.14340,376.12,376.12,-82.116844,33.473646
3196,53598.14340,376.03,376.03,-82.116834,33.473653
3200,53594.14340,376.05,376.03,-82.116822,33.473654
3204,53590.14340,376.08,375.96,-82.116809,33.473654
3208,53586.14340,375.88,375.88,-82.116795,33.473654
3212,53582.14340,375.90,375.88,-82.116782,33.473654
3216,53578.14340,375.90,375.87,-82.116769,33.473654
3220,53574.14340,375.85,375.85,-82.116756,33.473654
3224,53570.14340,375.71,375.71,-82.116743,33.473654
3228,53566.14340,375.45,375.45,-82.116733,33.473647
3232,53562.14340,375.45,375.45,-82.116724,33.473647
3236,53558.14340,375.06,375.06,-82.116715,33.473654
3240,53554.14340,374.66,374.66,-82.116701,33.473654
3244,53550.14340,374.55,374.55,-82.116688,33.473654
3248,53546.14340,374.53,374.53,-82.116676,33.473655
3252,53542.14340,374.53,374.53,-82.116676,33.473666
3256,53538.14340,373.96,373.96,-82.116675,33.473676
3260,53534.14340,374.04,373.96,-82.116662,33.473676
3264,53530.14340,374.04,373.93,-82.116649,33.473677
3268,53526.14340,373.90,373.90,-82.11664,33.473684
3272,53522.14340,373.49,373.49,-82.116628,33.473687
3276,53518.14340,373.66,373.49,-82.116615,33.473687
3280,53514.14340,373.66,373.48,-82.116604,33.473692
3284,53510.14340,373.47,373.47,-82.116595,33.4737
3288,53506.14340,373.28,373.28,-82.116586,33.473708
3292,53502.14340,373.08,373.08,-82.116577,33.473716
3296,53498.14340,373.08,373.08,-82.116567,33.473723
3300,53494.14340,372.89,372.89,-82.116558,33.473731
3304,53490.14340,372.84,372.84,-82.116549,33.473723
3308,53486.14340,372.84,372.84,-82.116537,33.47372
3312,53482.14340,372.84,372.84,-82.116524,33.47372
3316,53478.14340,372.84,372.84,-82.116513,33.473715
3320,53474.14340,372.79,372.79,-82.116503,33.473709
3324,53470.14340,372.73,372.73,-82.116491,33.47371
3328,53466.14340,372.59,372.59,-82.116482,33.473718
3332,53462.14340,372.14,372.14,-82.116472,33.473714
3336,53458.14340,372.14,372.14,-82.116462,33.473709
3340,53454.14340,371.82,371.82,-82.11645,33.473712
3344,53450.14340,371.76,371.76,-82.116441,33.473719
3348,53446.14340,371.76,371.76,-82.116428,33.47372
3352,53442.14340,372.03,371.76,-82.116418,33.473727
3356,53438.14340,372.18,371.73,-82.116407,33.473731
3360,53434.14340,372.18,371.70,-82.116396,33.473735
3364,53430.14340,372.14,371.67,-82.116387,33.473743
3368,53426.14340,371.64,371.64,-82.116377,33.473751
3372,53422.14340,371.56,371.56,-82.116365,33.473753
3376,53418.14340,371.37,371.37,-82.116352,33.473753
3380,53414.14340,371.37,371.37,-82.116342,33.473758
3384,53410.14340,371.35,371.35,-82.116332,33.473766
3388,53406.14340,371.47,371.35,-82.116323,33.473774
3392,53402.14340,371.46,371.32,-82.116322,33.473784
3396,53398.14340,371.46,371.30,-82.116311,33.473786
3400,53394.14340,371.27,371.27,-82.116301,33.473793
3404,53390.14340,371.27,371.27,-82.116296,33.473802
3408,53386.14340,371.03,371.03,-82.11629,33.473808
3412,53382.14340,370.97,370.97,-82.116277,33.473808
3416,53378.14340,370.91,370.91,-82.116264,33.473808
3420,53374.14340,370.87,370.87,-82.11625,33.473808
3424,53370.14340,370.84,370.84,-82.116237,33.473808
3428,53366.14340,370.83,370.83,-82.116226,33.473804
3432,53362.14340,370.99,370.83,-82.116217,33.473796
3436,53358.14340,371.02,370.83,-82.116207,33.473789
3440,53354.14340,370.88,370.82,-82.116204,33.473779
3444,53350.14340,370.88,370.82,-82.116196,33.473775
3448,53346.14340,370.88,370.81,-82.116185,33.47378
3452,53342.14340,370.81,370.81,-82.116175,33.473786
3456,53338.14340,370.59,370.59,-82.116163,33.473784
3460,53334.14340,370.28,370.28,-82.116153,33.473776
3464,53330.14340,370.28,370.28,-82.116144,33.473769
3468,53326.14340,370.28,370.28,-82.116133,33.473764
3472,53322.14340,370.21,370.21,-82.116122,33.473767
3476,53318.14340,370.34,370.21,-82.116112,33.473775
3480,53314.14340,370.46,370.01,-82.116103,33.473782
3484,53310.14340,369.82,369.82,-82.116092,33.473786
3488,53306.14340,369.82,369.82,-82.116079,33.473786
